test, 2013-06-24, 600060, 10.36, 0, 0, 0
test2, 2013-06-25, 600000, 7.8, 0, 0, 0
test2, 2013-06-25, 600000, 7.8, 0, 0, 0
test, 2013-06-25, 600060, 10.24, 0, 0, 0
test, 2013-06-25, 600060, 10.24, 0, 0, 0
test2, 2013-06-26, 600000, 7.77, 0, 0, 0
test2, 2013-06-26, 600000, 7.77, 0, 0, 0
test, 2013-06-26, 600060, 10.51, 0, 0, 0
test, 2013-06-26, 600060, 10.51, 0, 0, 0
test2, 2013-06-27, 600000, 7.88, 0, 0, 0
test2, 2013-06-27, 600000, 7.88, 0, 0, 0
test, 2013-06-27, 600060, 10.26, 0, 0, 0
test, 2013-06-27, 600060, 10.26, 0, 0, 0
test2, 2013-06-28, 600000, 8.28, 0, 0, 0
test2, 2013-06-28, 600000, 8.28, 0, 0, 0
test, 2013-06-28, 600060, 10.39, 0, 0, 0
test, 2013-06-28, 600060, 10.39, 0, 0, 0
test2, 2013-07-01, 600000, 8.17, 0, 0, 0
test2, 2013-07-01, 600000, 8.17, 0, 0, 0
test, 2013-07-01, 600060, 10.37, 0, 0, 0
test, 2013-07-01, 600060, 10.37, 0, 0, 0
test2, 2013-07-02, 600000, 8.15, 0, 0, 0
test2, 2013-07-02, 600000, 8.15, 0, 0, 0
test, 2013-07-02, 600060, 10.34, 0, 0, 0
test, 2013-07-02, 600060, 10.34, 0, 0, 0
test2, 2013-07-03, 600000, 8.04, 0, 0, 0
test2, 2013-07-03, 600000, 8.04, 0, 0, 0
test, 2013-07-03, 600060, 11.17, 0, 0, 0
test, 2013-07-03, 600060, 11.17, 0, 0, 0
test2, 2013-07-04, 600000, 8.12, 0, 0, 0
test2, 2013-07-04, 600000, 8.12, 0, 0, 0
test, 2013-07-04, 600060, 11.59, 0, 0, 0
test, 2013-07-04, 600060, 11.59, 0, 0, 0
test2, 2013-07-05, 600000, 8.11, 0, 0, 0
test2, 2013-07-05, 600000, 8.11, 0, 0, 0
test, 2013-07-05, 600060, 11.45, 0, 0, 0
test, 2013-07-05, 600060, 11.45, 0, 0, 0
test2, 2013-07-08, 600000, 7.91, 0, 0, 0
test2, 2013-07-08, 600000, 7.91, 0, 0, 0
test, 2013-07-08, 600060, 11.54, 0, 0, 0
test, 2013-07-08, 600060, 11.54, 0, 0, 0
test2, 2013-07-09, 600000, 7.92, 0, 0, 0
test2, 2013-07-09, 600000, 7.92, 0, 0, 0
test, 2013-07-09, 600060, 11.12, 0, 0, 0
test, 2013-07-09, 600060, 11.12, 0, 0, 0
test2, 2013-07-10, 600000, 8.11, 0, 0, 0
test2, 2013-07-10, 600000, 8.11, 0, 0, 0
test, 2013-07-10, 600060, 11.53, 0, 0, 0
test, 2013-07-10, 600060, 11.53, 0, 0, 0
test2, 2013-07-11, 600000, 8.86, 0, 0, 0
test2, 2013-07-11, 600000, 8.86, 0, 0, 0
test, 2013-07-11, 600060, 11.77, 0, 0, 0
test, 2013-07-11, 600060, 11.77, 0, 0, 0
test2, 2013-07-12, 600000, 8.49, 0, 0, 0
test2, 2013-07-12, 600000, 8.49, 0, 0, 0
test, 2013-07-12, 600060, 11.35, 0, 0, 0
test, 2013-07-12, 600060, 11.35, 0, 0, 0
